autoc,11.937
contr,0.500677
corrm,0.202866
corrp,0.202867
cprom,2.15484
cshad,0.312556
dissi,0.449519
energ,0.246014
entro,1.51739
homom,0.78128
homop,0.780023
maxpr,0.330144
sosvh,11.986
savgh,6.89365
svarh,33.2141
senth,1.19384
dvarh,0.500677
denth,0.737485
inf1h,-0.200507
inf2h,0.294644
indnc,0.950555
idmnc,0.992454
