autoc,49.0169
contr,0.224575
corrm,0.7908
corrp,0.790819
cprom,83.2162
cshad,-7.49084
dissi,0.110168
energ,0.788847
entro,0.576134
homom,0.953466
homop,0.95278
maxpr,0.886673
sosvh,48.999
savgh,13.97
svarh,182.888
senth,0.487724
dvarh,0.224575
denth,0.326933
inf1h,-0.230913
inf2h,0.372685
indnc,0.98868
idmnc,0.997264
