autoc,35.7851
contr,0.0335772
corrm,0.612437
corrp,0.612383
cprom,3.3331
cshad,-0.638747
dissi,0.0230349
energ,0.959301
entro,0.140798
homom,0.990024
homop,0.989533
maxpr,0.979392
sosvh,35.6152
savgh,11.9597
svarh,140.161
senth,0.126638
dvarh,0.0335771
denth,0.103762
inf1h,-0.242945
inf2h,0.195416
indnc,0.997552
idmnc,0.999504
