autoc,13.4324
contr,0.134004
corrm,0.798952
corrp,0.798956
cprom,5.63698
cshad,-0.0574546
dissi,0.134004
energ,0.381249
entro,1.27961
homom,0.932998
homop,0.932998
maxpr,0.527925
sosvh,13.3926
savgh,7.25645
svarh,38.0582
senth,1.18589
dvarh,0.134004
denth,0.393928
inf1h,-0.498784
inf2h,0.75696
indnc,0.985111
idmnc,0.997938
