autoc,49.6068
contr,0.0867869
corrm,-0.0450332
corrp,-0.0450311
cprom,0.0606603
cshad,0.0655141
dissi,0.0867647
energ,0.837747
entro,0.355784
homom,0.956621
homop,0.95662
maxpr,0.91323
sosvh,49.4316
savgh,14.0867
svarh,190.276
senth,0.295515
dvarh,0.0867869
denth,0.295072
inf1h,-0.0104947
inf2h,0.0612418
indnc,0.99036
idmnc,0.998665
